 6.11000000000000E+0002  8.36346990157931E-0002  3.68858799157927E-0002
 6.11000000000000E+0002  3.69481956206607E-0001  4.33910831151737E-0002
 6.11000000000000E+0002  4.78706034943160E-0001  4.47709044871696E-0002
 6.11000000000000E+0002  5.32387273975738E-0002  3.18437179975909E-0002
 6.11000000000000E+0002  7.92401007095445E-0002  3.08678104808467E-0002
 6.11000000000000E+0002  1.70458533607996E-0001  9.14232598411660E-0002
 6.11000000000000E+0002  1.62462806134127E-0001  1.02893892083518E-0001
 6.11000000000000E+0002  1.26161593041886E-0001  8.36716167699140E-0002
 6.11000000000000E+0002  1.07469291218432E-0001  7.01903968258249E-0002
 6.11000000000000E+0002  8.21850919356069E-0002  5.25388115827530E-0002
 6.11000000000000E+0002  6.99015793087663E-0002  3.72394142567789E-0002
 6.11000000000000E+0002  4.17792019531548E-0002  2.24943878300394E-0002
 6.11000000000000E+0002  3.65911345082780E-0002  1.38300179737990E-0002
 6.11000000000000E+0002  5.46883344777600E-0002  2.25322321068176E-0002
 6.11000000000000E+0002  7.23125047684443E-0002  3.84534614563150E-0002
 6.11000000000000E+0002  8.72510872053101E-0002  5.17497798027732E-0002
 6.11000000000000E+0002  1.01564049744411E-0001  6.67490182841324E-0002
 6.11000000000000E+0002  1.23460746166170E-0001  8.25330892724583E-0002
 6.11000000000000E+0002  1.42549782558938E-0001  9.51626309183982E-0002
 6.11000000000000E+0002  1.63561455710689E-0001  1.09673260219578E-0001
 6.11000000000000E+0002  1.86144808117800E-0001  1.25873084543921E-0001
 6.11000000000000E+0002  1.95696955825132E-0001  1.34007658273246E-0001
 6.11000000000000E+0002  2.09033340962844E-0001  1.40498074078689E-0001
 6.11000000000000E+0002  2.19333180743114E-0001  1.47786045497593E-0001
 6.11000000000000E+0002  2.28152895399405E-0001  1.53221842246494E-0001
 6.11000000000000E+0002  2.33966582742046E-0001  1.60116165749090E-0001
 6.11000000000000E+0002  2.36987869077592E-0001  1.62109583001584E-0001
 6.11000000000000E+0002  2.22049286640726E-0001  1.49924662593465E-0001
 6.11000000000000E+0002  2.19516289005875E-0001  1.49496170651870E-0001
 6.11000000000000E+0002  2.07553215838865E-0001  1.41279148128743E-0001
 6.11000000000000E+0002  2.04333562218662E-0001  1.39613315547885E-0001
 6.11000000000000E+0002  1.86144808117800E-0001  1.27378366521023E-0001
 6.11000000000000E+0002  1.76867322804608E-0001  1.18470626305249E-0001
 6.11000000000000E+0002  1.64461738002594E-0001  1.11571470724568E-0001
 6.11000000000000E+0002  1.50240329594873E-0001  9.90742439959442E-0002
 6.11000000000000E+0002  1.33012893873503E-0001  8.62032375620820E-0002
 6.11000000000000E+0002  1.09147783627069E-0001  7.11799004179899E-0002
 6.11000000000000E+0002  9.60555428397040E-0002  5.47224322812779E-0002
 6.11000000000000E+0002  7.42809185931182E-0002  4.21441382043198E-0002
 6.11000000000000E+0002  5.27962157625696E-0002  2.87272930354245E-0002
 6.11000000000000E+0002  3.51873044937819E-0002  1.80027179454287E-0002
 6.11000000000000E+0002  5.46120393682765E-0002  1.98094912812437E-0002
 6.11000000000000E+0002  7.57915617608911E-0002  3.02556988276137E-0002
 6.11000000000000E+0002  6.96375982299535E-0001  6.25988777460601E-0002
 6.11000000000000E+0002  1.20119020370794E-0001  5.86978227157385E-0002
 6.11000000000000E+0002  1.39330128938735E-0001  7.18604538330836E-0002
 6.11000000000000E+0002  1.55642023346304E-0001  8.61441388589302E-0002
 6.11000000000000E+0002  1.75967040512703E-0001  9.80443281183601E-0002
 6.11000000000000E+0002  1.87792782482643E-0001  1.08842834678926E-0001
 6.11000000000000E+0002  2.01434348058289E-0001  1.19476855175471E-0001
 6.11000000000000E+0002  2.14694438086519E-0001  1.25596005186433E-0001
 6.11000000000000E+0002  2.25772487983520E-0001  1.32323888954229E-0001
