 2.00000000000000E+0002  2.13626306553750E-0002  8.20841336268988E-0003
 2.01600000000000E+0002  2.70084687571527E-0002  8.54765838517920E-0003
 2.03200000000000E+0002  6.35233081559472E-0002  1.15315436261821E-0002
 2.04800000000000E+0002  1.78683146410315E-0002  8.13915365471668E-0003
 2.06400000000000E+0002  1.80056458381018E-0002  8.15994623254461E-0003
 2.08000000000000E+0002  1.92111085679408E-0002  8.18795873726829E-0003
 2.09600000000000E+0002  1.88296330205234E-0002  8.23060507546507E-0003
 2.11200000000000E+0002  1.76852063782712E-0002  8.30502536008944E-0003
 2.12800000000000E+0002  2.09506370641642E-0002  8.43220202550222E-0003
 2.14400000000000E+0002  1.84328984512093E-0002  8.59955709692452E-0003
 2.16000000000000E+0002  1.87533379110399E-0002  9.02170008879773E-0003
 2.17600000000000E+0002  2.03402761882963E-0002  9.54412854197097E-0003
 2.19200000000000E+0002  2.35446707866026E-0002  1.00998144274761E-0002
 2.20800000000000E+0002  2.39566643778134E-0002  1.04621011437878E-0002
 2.22400000000000E+0002  2.10269321736477E-0002  1.05474741993615E-0002
 2.24000000000000E+0002  2.35446707866026E-0002  1.07268609419841E-0002
 2.25600000000000E+0002  2.36514839398795E-0002  1.08179969632581E-0002
 2.27200000000000E+0002  3.28374151216907E-0002  1.11241621961223E-0002
 2.28800000000000E+0002  3.75677119096666E-0002  1.15249527713535E-0002
 2.30400000000000E+0002  5.33302815289540E-0002  1.27631636919352E-0002
 2.32000000000000E+0002  2.58793011367971E-0002  1.14330875701834E-0002
 2.33600000000000E+0002  2.20950637064164E-0002  1.13723593145454E-0002
 2.35200000000000E+0002  2.40329594872969E-0002  1.14499811738772E-0002
 2.36800000000000E+0002  2.22171358815900E-0002  1.16010884584628E-0002
 2.38400000000000E+0002  2.46890974288548E-0002  1.20228231257078E-0002
 2.40000000000000E+0002  2.32394903486687E-0002  1.24571455792567E-0002
 2.41600000000000E+0002  2.27054245822843E-0002  1.25722114390387E-0002
 2.43200000000000E+0002  2.35294117647059E-0002  1.27043058465502E-0002
 2.44800000000000E+0002  2.37888151369497E-0002  1.28200381249909E-0002
 2.46400000000000E+0002  2.67795834287022E-0002  1.29262605600989E-0002
 2.48000000000000E+0002  2.35904478522927E-0002  1.31225083842621E-0002
 2.49600000000000E+0002  2.60013733119707E-0002  1.35548560349023E-0002
 2.51200000000000E+0002  8.69611657892729E-0002  1.57462236867666E-0002
 2.52800000000000E+0002  2.84733348592355E-0002  1.44505083213066E-0002
 2.54400000000000E+0002  2.93736171511406E-0002  1.48666358345369E-0002
 2.56000000000000E+0002  3.06248569466697E-0002  1.51677594915912E-0002
 2.57600000000000E+0002  2.83360036621653E-0002  1.52698976504002E-0002
 2.59200000000000E+0002  2.90989547570001E-0002  1.54126726911370E-0002
 2.60800000000000E+0002  2.94956893263142E-0002  1.56487641251538E-0002
 2.62400000000000E+0002  2.88853284504463E-0002  1.61571396425587E-0002
 2.64000000000000E+0002  2.92668039978637E-0002  1.68068329024873E-0002
 2.65600000000000E+0002  3.03959716182193E-0002  1.74047769772405E-0002
 2.67200000000000E+0002  3.11741817349508E-0002  1.80022684368868E-0002
 2.68800000000000E+0002  3.97802700846876E-0002  1.87315024709599E-0002
 2.70400000000000E+0002  3.41802090486000E-0002  1.90925489847249E-0002
 2.72000000000000E+0002  3.94598306248569E-0002  2.00637299380254E-0002
 2.73600000000000E+0002  4.73334859235523E-0002  2.13341200105557E-0002
 2.75200000000000E+0002  5.46578164339666E-0002  2.23708501560181E-0002
 2.76800000000000E+0002  4.19928282597086E-0002  2.30894004182622E-0002
 2.78400000000000E+0002  4.28931105516136E-0002  2.40753910396211E-0002
 2.80000000000000E+0002  4.28168154421302E-0002  2.54874071058133E-0002
 2.81600000000000E+0002  4.66926070038911E-0002  2.71950186852482E-0002
 2.83200000000000E+0002  4.95765621423667E-0002  2.91208162719927E-0002
 2.84800000000000E+0002  5.20485236896315E-0002  3.12706235561248E-0002
 2.86400000000000E+0002  5.46578164339666E-0002  3.37441197111135E-0002
 2.88000000000000E+0002  5.72976272220951E-0002  3.61888656380141E-0002
 2.89600000000000E+0002  6.77042801556420E-0002  3.84060697003717E-0002
 2.91200000000000E+0002  6.59647516594186E-0002  4.15583631619953E-0002
 2.92800000000000E+0002  7.10612649729152E-0002  4.60480334010053E-0002
 2.94400000000000E+0002  7.94384679942016E-0002  5.15922918454242E-0002
 2.96000000000000E+0002  1.46059357595178E-0001  5.87678865000161E-0002
 2.97600000000000E+0002  1.01716639963378E-0001  6.68154619100017E-0002
 2.99200000000000E+0002  1.16151674677653E-0001  7.70893520936483E-0002
 3.00800000000000E+0002  1.34035248340581E-0001  8.78502730569060E-0002
 3.02400000000000E+0002  1.44487678339818E-0001  9.51802569134196E-0002
 3.04000000000000E+0002  1.46379797055009E-0001  9.71822719295391E-0002
 3.05600000000000E+0002  1.67925535973144E-0001  9.22579328920673E-0002
 3.07200000000001E+0002  1.36171511406119E-0001  8.48449377677459E-0002
 3.08800000000001E+0002  2.33981841763943E-0001  8.26608208626411E-0002
 3.10400000000001E+0002  1.24116884107728E-0001  7.83911320943222E-0002
 3.12000000000001E+0002  1.92309452964065E-0001  7.59345743657930E-0002
 3.13600000000001E+0002  1.06233310444800E-0001  6.79473215265933E-0002
 3.15200000000001E+0002  1.02784771496147E-0001  5.84609291533679E-0002
 3.16800000000001E+0002  1.21004043640802E-0001  5.19323432886074E-0002
 3.18400000000001E+0002  9.85580224307622E-0002  5.02782320739787E-0002
 3.20000000000001E+0002  1.24589913786526E-0001  4.72726978294820E-0002
 3.21600000000001E+0002  7.55474174105440E-0002  4.40932234015419E-0002
 3.23200000000001E+0002  1.94140535591669E-0001  4.45321088260718E-0002
 3.24800000000001E+0002  7.60967421988250E-0002  3.80683647846734E-0002
 3.26400000000001E+0002  1.84084840161746E-0001  4.00646518244767E-0002
 3.28000000000001E+0002  5.76485847257191E-0002  3.29298331404884E-0002
 3.29600000000001E+0002  4.90882734416724E-0002  2.96092852693724E-0002
 3.31200000000001E+0002  4.42664225223163E-0002  2.70845598247963E-0002
 3.32800000000001E+0002  6.30045014114595E-0002  2.48848032432811E-0002
 3.34400000000001E+0002  6.31876096742199E-0002  2.37375557645959E-0002
 3.36000000000001E+0002  5.89303425650416E-0002  2.09148288254716E-0002
 3.37600000000001E+0002  6.33096818493935E-0002  2.10905369085882E-0002
 3.39200000000001E+0002  8.84260318913558E-0002  2.21225847092739E-0002
 3.40800000000001E+0002  5.43068589303426E-0002  1.85270623359578E-0002
 3.42400000000001E+0002  4.20691233691920E-0002  1.77129155198502E-0002
 3.44000000000001E+0002  3.49584191653315E-0002  1.69058590273050E-0002
 3.45600000000001E+0002  3.69420920119020E-0002  1.62610864813472E-0002
 3.47200000000001E+0002  2.78324559395743E-0002  1.53988396058341E-0002
 3.48800000000001E+0002  2.96787975890745E-0002  1.47587864190384E-0002
 3.50400000000001E+0002  3.07316700999466E-0002  1.43529817265135E-0002
 3.52000000000001E+0002  2.95414663920043E-0002  1.36463134849486E-0002
 3.53600000000001E+0002  2.46433203631647E-0002  1.29050200374200E-0002
 3.55200000000001E+0002  3.60570687418936E-0002  1.25648685618790E-0002
 3.56800000000001E+0002  3.18150606546120E-0002  1.18901340016785E-0002
 3.58400000000001E+0002  2.54062714579995E-0002  1.11234968909000E-0002
 3.60000000000001E+0002  2.31021591515984E-0002  1.03274610641976E-0002
 3.61600000000001E+0002  4.04058899824521E-0002  1.03118255205908E-0002
 3.63200000000001E+0002  4.41443503471428E-0002  1.10292601225328E-0002
 3.64800000000001E+0002  4.60822461280232E-0002  1.07445723998731E-0002
 3.66400000000001E+0002  4.64789806973373E-0002  1.25371925951446E-0002
 3.68000000000001E+0002  2.12405584802014E-0002  8.43283580399452E-0003
 3.69600000000001E+0002  2.33768215457389E-0002  8.27655870774988E-0003
 3.71200000000001E+0002  3.07927061875334E-0002  8.35060868517426E-0003
 3.72800000000001E+0002  3.86968795300221E-0002  8.87306973033505E-0003
 3.74400000000001E+0002  5.20332646677348E-0002  1.17585166624689E-0002
 3.76000000000001E+0002  4.48157473105974E-0002  8.26822029978008E-0003
 3.77600000000002E+0002  3.86816205081254E-0002  4.92831974893323E-0003
 3.79200000000002E+0002  1.10017547875181E-0002  3.43141786978294E-0003
 3.80800000000002E+0002  5.50545510032807E-0002  1.09997456078429E-0002
 3.82400000000002E+0002  6.79484245059892E-0002  6.90729250461379E-0003
 3.84000000000002E+0002  3.17540245670253E-0002  6.04152207189540E-0003
 3.85600000000002E+0002  4.64789806973373E-0002  1.25828055050607E-0002
 3.87200000000002E+0002  4.68451972228580E-0002  9.23469525614955E-0003
 3.88800000000002E+0002  4.54261081864652E-0002  9.13409359369458E-0003
 3.90400000000002E+0002  1.79400320439460E-0001  2.25296303667548E-0002
 3.92000000000002E+0002  4.67689021133745E-0002  1.04534674035561E-0002
 3.93600000000002E+0002  9.49568932631418E-0002  1.34996510307174E-0002
 3.95200000000002E+0002  2.78934920271611E-0002  3.88311606289599E-0003
 3.96800000000002E+0002  2.84733348592355E-0002  3.46266169538364E-0003
 3.98400000000002E+0002  2.86411841000992E-0002  2.85588336255043E-0003
 4.00000000000002E+0002  2.69626916914626E-0002  3.29770044449672E-0003
 4.01600000000002E+0002  2.85496299687190E-0002  4.20664183168482E-0003
 4.03200000000002E+0002  2.95414663920043E-0002  4.63546468831660E-0003
 4.04800000000002E+0002  4.45410849164569E-0002  9.18460258767254E-0003
 4.06400000000002E+0002  5.14991989013504E-0002  1.13639466377073E-0002
 4.08000000000002E+0002  3.55535210193027E-0002  7.06271106796653E-0003
 4.09600000000002E+0002  5.29640650034333E-0002  1.08166096999517E-0002
 4.11200000000002E+0002  4.06500343327993E-0002  9.94400415148757E-0003
 4.12800000000002E+0002  4.51209277485313E-0002  1.02587602763125E-0002
 4.14400000000002E+0002  4.21606775005722E-0002  8.96837330752678E-0003
 4.16000000000002E+0002  4.38544289311055E-0002  1.08892702137327E-0002
 4.17600000000002E+0002  4.49835965514611E-0002  1.08005517522795E-0002
 4.19200000000002E+0002  2.92973220416571E-0002  8.50164143472618E-0003
 4.20800000000002E+0002  3.34325169756619E-0002  8.92042870168137E-0003
 4.22400000000002E+0002  3.47447928587778E-0002  9.55648019855380E-0003
 4.24000000000002E+0002  2.32700083924620E-0002  1.03035530930559E-0002
 4.25600000000002E+0002  5.31776913099870E-0002  1.44238072366962E-0002
 4.27200000000002E+0002  3.75677119096666E-0002  1.23353297625513E-0002
